"cov.day3.b1"	"cov.day3.b2"	"cov.day3.b5"	"cov.day6.b7"	"cov.day6.b8"	"cov.day6.b9"	"cov.day9.b11"	"cov.day9.b12"	"cov.day9.b14"	"cov.day12.b16"	"cov.day12.b17"	"cov.day12.b19"	"cov.day19.b28"	"cov.day19.b32"	"cov.day19.b33"	"unnorm.day3.b1"	"unnorm.day3.b2"	"unnorm.day3.b5"	"unnorm.day6.b7"	"unnorm.day6.b8"	"unnorm.day6.b9"	"unnorm.day9.b11"	"unnorm.day9.b12"	"unnorm.day9.b14"	"unnorm.day12.b16"	"unnorm.day12.b17"	"unnorm.day12.b19"	"unnorm.day19.b28"	"unnorm.day19.b32"	"unnorm.day19.b33"	"unnorm.LG1"	"unnorm.LG2"	"unnorm.LG3"	"functional.category"	"protein.annotation"	"Accession"	"Taxa"	"norm.day3.b1"	"norm.day3.b2"	"norm.day3.b5"	"norm.day6.b7"	"norm.day6.b8"	"norm.day6.b9"	"norm.day9.b11"	"norm.day9.b12"	"norm.day9.b14"	"norm.day12.b16"	"norm.day12.b17"	"norm.day12.b19"	"norm.day19.b28"	"norm.day19.b32"	"norm.day19.b33"	"ave.unnorm.day3"	"ave.unnorm.day6"	"ave.unnorm.day9"	"ave.unnorm.day12"	"ave.unnorm.day19"	"ave.norm.day3"	"ave.norm.day6"	"ave.norm.day9"	"ave.norm.day12"	"ave.norm.day19"
"323-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7977	1.0023	0.874109507	1.3107	0.8595	1.160338521	0.9845	0.617	0.779394746	1.0655	0.8664	0.49489671	1.4436	1.1245	1.839957118	0.8853	0.4832	0.777140141	"-"	"kegg:-_uniprot:-_pfam:Beta_helix"	"Prok_bin48_NODE_151_length_83126_cov_253.321_67"	"Prok_bin48"	0.0377416771762042	0.365700525296022	0.0763874365697218	0.0695985706260066	0.0495298540962178	0.0665107208174503	0.0758265560778284	0.0277826575666801	0.0407243992527362	0.153919220332915	0.0303710493034356	0.0208126294516098	0.0575317733425875	0.0389474178431028	0.0514808756904068	0.891369835666667	1.110179507	0.793631582	0.808932236666667	1.46935237266667	0.159943213013983	0.0618797151798916	0.0481112042990815	0.0683676330293203	0.0493200222920324
"324-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.9606	0.928	0	2.5922	0.9698	0	1.2987	0.6398	0	0.892	0.8135	0	1.4278	1.1317	0	2.2661	0.9632	0	"-"	"kegg:glycosyl_transferase_group_1_uniprot:K9VKX1_9CYAN_Glycosyl_transferase_group_1_(TrEMBL)_pfam:FKBP_C"	"Prok_bin48_NODE_1544_length_20288_cov_262.833_2"	"Prok_bin48"	0.0454489847003407	0.338591327421638	0	0.137646612326798	0.0558860413060059	0	0.100026356910387	0.028809310066713	0	0.128855884126664	0.0285166766024295	0	0.0569020961336564	0.0391967921503241	0	0.629533333333333	1.18733333333333	0.646166666666667	0.5685	0.853166666666667	0.128013437373993	0.064510884544268	0.0429452223256999	0.0524575202430312	0.0320329627613268
"325-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.9815	1.1632	0.98517704	1.6168	1.0577	1.04922545	0.9453	1.0217	0.696526051	1.849	1.0775	0.509456456	1.1873	0.9784	0.901939571	1.5158	1.1191	0.972950161	"-"	"kegg:3-dehydroquinate_synthase_uniprot:F5UIR1_9CYAN_3-dehydroquinate_synthase_(TrEMBL)_pfam:DHQ_synthase"	"Prok_bin48_NODE_1649_length_19351_cov_292.696_16"	"Prok_bin48"	0.0464378289437689	0.424406715578502	0.0860935020730146	0.0858525741879358	0.0609513981123555	0.0601417084036579	0.0728073575016467	0.0460057394422642	0.0363944010867834	0.267101490751347	0.0377710129552769	0.021424932165054	0.0473174525420159	0.0338871975257375	0.025235717985309	1.04329234666667	1.24124181666667	0.887842017	1.14531881866667	1.02254652366667	0.185646015531762	0.0689818935679831	0.0517358326768981	0.108765811957226	0.0354801226843541
"326-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.795	1.1066	1.008252859	1.3356	1.0301	1.251827598	1.0865	0.7397	0.908421814	1.4326	1.1984	0.826026618	1.1019	0.9934	1.182731152	0.9198	0.8629	1.435686827	"-"	"kegg:band_7_protein_uniprot:K9VEZ3_9CYAN_Band_7_protein_(TrEMBL)_pfam:Band_7"	"Prok_bin48_NODE_1649_length_19351_cov_292.696_18"	"Prok_bin48"	0.0376139317476274	0.403755563496536	0.0881100716744671	0.070920768236892	0.0593609106509761	0.071754883919912	0.0836826340056481	0.0333076690471203	0.0474662330392857	0.206949483856344	0.0420090783532286	0.0347381293312709	0.0439140073747556	0.0344067273324485	0.0330920948187466	0.969950953	1.20584253266667	0.911540604666667	1.152342206	1.09267705066667	0.176493188972877	0.0673455209359267	0.054818845364018	0.0945655638469479	0.0371376098419835
"327-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.0354	1.2196	1.175409913	1.6061	1.1207	1.248743176	1.1135	0.6145	0.843991518	1.6066	0.9002	0.714672744	1.3922	0.6844	0.991534114	1.6314	0.8864	1.213687181	"-"	"kegg:UDP-sulfoquinovose_synthase_uniprot:A0A2G4EY30_9CYAN_NAD-dependent_dehydratase_(TrEMBL)_pfam:Epimerase"	"Prok_bin48_NODE_1649_length_19351_cov_292.696_4"	"Prok_bin48"	0.0489880062031363	0.444984895391627	0.10271773668366	0.0852844009173947	0.064581858622026	0.0715780845404099	0.0857621840453651	0.0276700860206238	0.0440996654408482	0.232085048697196	0.0315558847910351	0.0300551987909502	0.0554833297641662	0.0237044133142015	0.0277425185436477	1.143469971	1.32518105866667	0.857330506	1.073824248	1.02271137133333	0.198896879426141	0.0738147813599435	0.0525106451689457	0.0978987107597269	0.0356434205406718
"328-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7929	1.2875	1.011050344	1.5519	1.1131	1.167949677	0.8095	0.8296	0.873489201	1.2876	1.1214	0.731167138	1.1946	0.9784	1.206560612	1.3485	1.1295	1.818032265	"-"	"kegg:protein_of_unknown_function_DUF1957_uniprot:K9VDZ8_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:DUF1957"	"Prok_bin48_NODE_173_length_77546_cov_256.633_12"	"Prok_bin48"	0.0375145741920676	0.469758980663103	0.0883545407098466	0.0824063643507283	0.0641438983065736	0.0669469930454703	0.0623479910055887	0.0373557418433027	0.0456409581242899	0.186003179822301	0.0393098969169815	0.0307488621421389	0.0476083793537372	0.0338871975257375	0.0337588285464124	1.030483448	1.27764989233333	0.837529733666667	1.04672237933333	1.126520204	0.198542698521672	0.0711657519009241	0.0484482303243938	0.0853539796271405	0.0384181351419624
"329-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7425	1.2817	4.670520306	1.532	1.47	4.080099106	0.8226	0.7337	2.029727459	1.4785	1.3418	5.864574432	1.3438	1.7533	8.468208313	1.1809	1.1139	19.40545082	"-"	"kegg:NADH_dehydrogenase_uniprot:K9VFQ5_9CYAN_NADH_dehydrogenase_(TrEMBL)_pfam:DAO"	"Prok_bin48_NODE_173_length_77546_cov_256.633_21"	"Prok_bin48"	0.0351299928586331	0.467642784866718	0.408151462448483	0.0813496682681331	0.084710745225643	0.233871691437791	0.0633569578767106	0.0330374973365854	0.106055925881951	0.213580072512638	0.0470358655994344	0.24663169521697	0.0535544451494659	0.0607261073404288	0.236935293337648	2.23157343533333	2.360699702	1.19534248633333	2.894958144	3.855102771	0.303641413391278	0.133310701643856	0.0674834603650822	0.169082544443014	0.117071948609181
"330-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8579	1.5707	1.014396787	1.576	1.3883	1.345682144	1.0419	0.8684	0.756117404	1.4305	1.3871	0.619964361	1.0063	1.4639	1.22321856	1.4219	1.5504	1.689789653	"-"	"kegg:hypothetical_protein_uniprot:K9VHN7_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:DUF1517"	"Prok_bin48_NODE_173_length_77546_cov_256.633_31"	"Prok_bin48"	0.040589927102251	0.573087713341775	0.0886469825610672	0.0836860817170873	0.0800026718345308	0.0771346359435497	0.080247525421523	0.0391028522380956	0.0395081275572756	0.206646123591023	0.0486238255872525	0.0260722859093104	0.0401040617308436	0.0507026456029509	0.0342249077511156	1.14766559566667	1.43666071466667	0.888805801333333	1.145854787	1.23113952	0.234108207668365	0.080274463165056	0.0529528350722981	0.0937807450291955	0.0416772050283033
"331-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7384	1.24	0.987850249	1.7092	1.5697	1.08377254	0.9603	0.7415	0.788127601	1.2199	0.9058	0.583507597	1.1612	0.7063	1.004236221	1.774	1.231	1.535328984	"-"	"kegg:Porphobilinogen_synthase_uniprot:K9VFM7_9CYAN_Delta-aminolevulinic_acid_dehydratase_(TrEMBL)_pfam:ALAD"	"Prok_bin48_NODE_173_length_77546_cov_256.633_46"	"Prok_bin48"	0.0349360090596831	0.452428066813396	0.0863271107699683	0.0907590424307397	0.0904560930480897	0.0621219510797909	0.0739626630792672	0.0333887205602808	0.0411807023975309	0.176223422697441	0.0317521888954894	0.0245391152399463	0.0462772895576424	0.0244629268319996	0.0280979157347432	0.988750083	1.45422418	0.829975867	0.903069199	0.957245407	0.191230395547683	0.0811123621862068	0.049510695345693	0.0775049089442923	0.0329460440414617
"332-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8011	1.3908	1.002729416	1.8571	0.9674	1.272464395	1.1222	0.8396	0.851114154	1.8876	1.1571	0.733904302	1.1816	0.8501	1.219857335	2.0968	0.9249	2.288863659	"-"	"kegg:aspartyl/glutamyl-tRNA(Asn/Gln)_amidotransferase_subunit_B_uniprot:F5UPD8_9CYAN_Aspartyl/glutamyl-tRNA(Asn/Gln)_amidotransferase_subunit_B_(TrEMBL)_pfam:GatB_N"	"Prok_bin48_NODE_173_length_77546_cov_256.633_6"	"Prok_bin48"	0.0379025417899677	0.507449157519412	0.0876273842669625	0.0986125776375653	0.0557477380484946	0.0729377872011463	0.086432261280385	0.0378060280275277	0.0444718325277892	0.272677541342479	0.0405613355828779	0.0308639721821314	0.0470902905109458	0.0294434859123359	0.0341308627297943	1.064876472	1.36565479833333	0.937638051333333	1.25953476733333	1.083852445	0.210993027858781	0.0757660342957354	0.0562367072785673	0.114700949702496	0.0368882130510253
"333-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6947	1.0778	0	1.2522	0.8756	0	1.0449	0.8949	0	0.9489	0.7316	0	0.8888	0.6127	0	1.0957	0.784	0	"-"	"kegg:carboxyl-terminal_protease_uniprot:F5UHC2_9CYAN_Carboxyl-terminal_protease_(TrEMBL)_pfam:PDZ"	"Prok_bin48_NODE_1751_length_18367_cov_242.56_2"	"Prok_bin48"	0.032868425641606	0.39324755678345	0	0.0664922027450106	0.0504576384486891	0	0.0804785865370471	0.0402961106262917	0	0.137075502744161	0.0256457290747848	0	0.0354213356517676	0.0212210608381228	0	0.590833333333333	0.709266666666667	0.6466	0.560166666666667	0.5005	0.142038660808352	0.0389832803978999	0.0402582323877796	0.0542404106063152	0.0188807988299635
"334-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.9497	1.0679	0.949600339	1.6788	0.8917	1.16035831	0.9043	1.0176	0.643825531	1.5447	1.3916	0.953192532	1.0891	0.8041	1.107961535	1.5289	1.199	1.683231235	"-"	"kegg:4-hydroxy-3-methylbut-2-en-1-yl_diphosphate_synthase_uniprot:K9VBM6_9CYAN_4-hydroxy-3-methylbut-2-en-1-yl_diphosphate_synthase_(ferredoxin)_(TrEMBL)_pfam:GcpE"	"Prok_bin48_NODE_1751_length_18367_cov_242.56_3"	"Prok_bin48"	0.0449332716738638	0.389635429475827	0.0829844945982824	0.0891447931387349	0.0513854228011605	0.0665118551249222	0.0696495222561505	0.045821122106732	0.0336407296919973	0.223143143733697	0.0487815699569033	0.0400860271723321	0.0434038891295456	0.0278502611717554	0.0310000866297838	0.989066779666667	1.24361943666667	0.855241843666667	1.29649751066667	1.00038717833333	0.172517731915991	0.0690140236882725	0.0497037913516266	0.104003580287644	0.0340847456436949
"335-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.9843	2.1273	1.050607085	1.649	0.9278	0.929616809	0.9516	0.5426	0.630091131	1.6054	1.2537	0.580780268	1.084	1.2801	1.008479476	1.8048	1.5865	1.564782143	"-"	"kegg:Thioredoxin_domain-containing_protein_uniprot:K9VKN2_9CYAN_Thioredoxin_(TrEMBL)_pfam:AhpC-TSA"	"Prok_bin48_NODE_183_length_75776_cov_244.895_10"	"Prok_bin48"	0.0465703056845152	0.776169537525918	0.0918113593576758	0.087562404030125	0.0534657342995589	0.0532857290623449	0.0732925858442473	0.0244325283560464	0.0329230892511715	0.231911699974155	0.0439475813847152	0.024424418805877	0.0432006388912197	0.0443366737047185	0.0282166394164207	1.38740236166667	1.168805603	0.708097043666667	1.146626756	1.12419315866667	0.304850400856036	0.0647712891306763	0.0435494011504884	0.100094566721582	0.0385846506707863
"336-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.3302	1.3336	1.218483686	1.5972	1.1031	1.142352223	1.023	1.0154	0.832289577	1.7565	1.0218	0.816572368	1.1283	0.8723	1.159888148	2.0376	1.2531	1.952274561	"-"	"kegg:phenylalanyl-tRNA_synthetase_alpha_subunit_uniprot:K9VJX0_9CYAN_Phenylalanine--tRNA_ligase_alpha_subunit_(TrEMBL)_pfam:Phe_tRNA-synt_N"	"Prok_bin48_NODE_183_length_75776_cov_244.895_14"	"Prok_bin48"	0.0629359144788603	0.486579088630924	0.10648190476158	0.084811808197038	0.0635676347336101	0.0654797444056817	0.0787918403937211	0.0457220591462025	0.0434882236525096	0.25373919335032	0.0358184882020436	0.0343405356556272	0.0449661262555011	0.0302123900262682	0.032452961527098	1.294094562	1.28088407433333	0.956896525666667	1.19829078933333	1.05349604933333	0.218665635957121	0.0712863957787766	0.0560007077308111	0.107966072402664	0.0358771592696225
"337-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6367	4.0543	0.523957968	0.9293	4.4855	0.696778417	0.5628	0.3139	0.395414859	1.3523	1.3148	0.193573356	0.6224	0.374	0.396204472	0.9836	0.409	0.466266841	"-"	"kegg:-_uniprot:-_pfam:CARDB"	"Prok_bin48_NODE_183_length_75776_cov_244.895_16"	"Prok_bin48"	0.0301242645832885	1.4792573478077	0.0457880914522536	0.0493461140480262	0.258483025652804	0.0399394089965854	0.0433470652723228	0.0141344833228215	0.0206609457800738	0.19534956513956	0.0460893993815295	0.00814062904183089	0.024804499673335	0.0129536098473281	0.0110855589901934	1.73831932266667	2.03719280566667	0.424038286333333	0.953557785333333	0.464201490666667	0.518389901281082	0.115922849565805	0.0260474981250727	0.0831931978543069	0.0162812228369522
"338-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	2.2575	0.8516	1.319725633	1.0779	0.8953	2.127727032	1.0456	1.0438	1.198891401	1.0213	1.018	1.67366755	2.5133	1.4598	1.504852057	0.7684	1.4896	1.54812932	"-"	"kegg:protein_of_unknown_function_DUF124_uniprot:F4XR53_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:AIM24"	"Prok_bin48_NODE_183_length_75776_cov_244.895_23"	"Prok_bin48"	0.106809372226753	0.310715920724426	0.115329323469106	0.0572368194688125	0.0515928776874274	0.121961527640341	0.0805325007973361	0.0470008719094014	0.0626436505064614	0.147534209034262	0.0356852818454495	0.0703852376455154	0.100162514506737	0.0505606407891165	0.0421048408797047	1.476275211	1.36697567733333	1.09609713366667	1.23765585	1.825984019	0.177618205473428	0.076930408265527	0.0633923410710663	0.0845349095084091	0.064275998725186
"339-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8906	1.4503	1.181355596	1.9352	0.9125	1.208793998	0.9466	0.8717	0.670820713	1.3968	1.6144	1.094455242	1.3853	1.0281	1.071011901	1.9344	1.0852	1.610972643	"-"	"kegg:tryptophan_synthase_beta_chain_uniprot:A0A2G4EWZ8_9CYAN_Tryptophan_synthase_beta_chain_(TrEMBL)_pfam:PALP"	"Prok_bin48_NODE_183_length_75776_cov_244.895_25"	"Prok_bin48"	0.0421370661816817	0.529158407499571	0.103237323164975	0.102759711509459	0.0525840510329247	0.0692881936363703	0.0729074839850405	0.0392514466788898	0.0350512634110279	0.201777913618973	0.0565916689698367	0.0460267586000278	0.0552083441476077	0.0356085729519733	0.0299662584518599	1.17408519866667	1.352164666	0.829706904333333	1.36855174733333	1.16147063366667	0.224844265615409	0.0748773187262513	0.0490700646916527	0.101465447062946	0.040261058517147
"340-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.5014	1.2241	0.961263359	1.9525	0.9034	0.866797864	1.231	1.2351	0.675167859	1.23	1.4766	0.627933562	1.3554	1.1358	0.829195797	2.5952	1.4911	1.568800688	"-"	"kegg:glycyl-tRNA_synthetase_beta_chain_uniprot:F5UKN8_9CYAN_Glycine--tRNA_ligase_beta_subunit_(TrEMBL)_pfam:DALR_1"	"Prok_bin48_NODE_183_length_75776_cov_244.895_33"	"Prok_bin48"	0.0710359209130663	0.446626771440547	0.0840037126634412	0.103678346797343	0.0520596511815278	0.0496849408119118	0.094812077736726	0.0556148466136249	0.035278407499723	0.177682441116364	0.0517611858280853	0.026407426604504	0.0540167398091875	0.0393387969641585	0.0232003916454127	1.22892111966667	1.240899288	1.04708928633333	1.11151118733333	1.106798599	0.200555468339018	0.068474312930261	0.061901777283358	0.0852836845163178	0.0388519761395862
"341-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7843	0.9975	0.914362431	1.8782	0.8517	1.213621378	0.9491	0.666	0.664701581	1.4701	0.7626	0.636026621	1.327	0.8602	1.254911542	1.8787	1.2289	1.762935519	"-"	"kegg:60_kDa_chaperonin_uniprot:F5UKL3_9CYAN_60_kDa_chaperonin_(TrEMBL)_pfam:Cpn60_TCP1"	"Prok_bin48_NODE_183_length_75776_cov_244.895_43"	"Prok_bin48"	0.0371076813454895	0.363949190843841	0.0799050938588512	0.0997329940869502	0.0490803685093062	0.0695648995438697	0.0731000349146439	0.0299890598693824	0.0347315307262399	0.212366631451355	0.026732412510157	0.0267477760848976	0.0528849149526278	0.0297933026488547	0.0351116580186293	0.898720810333333	1.314507126	0.759933860333333	0.956242207	1.147370514	0.160320655349394	0.0727927540467087	0.0459402085034221	0.0886156066821366	0.0392632918733706
"342-Prok_bin48-photosystem"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.4886	0.6576	1.131433725	1.4854	0.4803	1.049978733	0.8258	0.8983	1.011910439	0.8475	0.84	1.281687975	0.9652	1.5802	1.584191918	0.8612	0.7322	1.357700348	"photosystem"	"kegg:Photosystem_I_reaction_center_subunit_PsaK_uniprot:K9VKM8_9CYAN_Photosystem_I_reaction_center_subunit_PsaK_(TrEMBL)_pfam:DUF3487"	"Prok_bin48_NODE_183_length_75776_cov_244.895_5"	"Prok_bin48"	0.0231171912602399	0.239932819948782	0.0988747075842999	0.078875194024468	0.0276779394094397	0.0601848866610395	0.063603423066603	0.0404492079289282	0.0528736496330546	0.122427535647251	0.0294456156681509	0.0539007359662164	0.0384661039278647	0.0547307333709836	0.0443247217027289	0.759211241666667	1.00522624433333	0.912003479666667	0.989729325	1.37653063933333	0.120641572931107	0.0555793400316491	0.0523087602095286	0.0685912957605394	0.0458405196671924
"343-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.316	1.1738	1.086513519	1.9523	1.0095	1.437511325	1.1743	0.6696	1.496141553	2.2994	1.3199	1.22267437	1.3589	0.8984	1.381714582	2.6558	0.9416	3.279827833	"-"	"kegg:protoporphyrinogen_oxidase_uniprot:F5UKM3_9CYAN_Protoporphyrinogen_oxidase_(TrEMBL)_pfam:Amino_oxidase"	"Prok_bin48_NODE_183_length_75776_cov_244.895_57"	"Prok_bin48"	0.0622640681507895	0.428274245827068	0.0949491818246037	0.103667726736212	0.0581738076906712	0.0823982938415246	0.0904450226533203	0.0301511628957034	0.0781753614015006	0.332165044799161	0.0462681763338005	0.0514189488202306	0.0541562252668621	0.0311163718899454	0.0386595295834304	1.19210450633333	1.46643710833333	1.11334718433333	1.61399145666667	1.21300486066667	0.19516249860082	0.0814132760894692	0.0662571823168414	0.143284056651064	0.0413107089134126
"344-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.422	1.833	1.191846132	2.396	1.529	1.015574455	1.4598	1.5909	0.705467761	1.9041	1.7586	1.025099993	1.4707	1.5691	0.407458603	3.3483	1.9783	2.166984081	"-"	"kegg:Multi-copper_polyphenol_oxidoreductase_laccase_uniprot:F5UNL4_9CYAN_Polyphenol_oxidase_(TrEMBL)_pfam:Cu-oxidase_4"	"Prok_bin48_NODE_184_length_75664_cov_257.904_35"	"Prok_bin48"	0.0672792590504731	0.668790843926577	0.104154079185662	0.127228332356689	0.088110700306128	0.0582128299831211	0.112434338814031	0.071636029048349	0.0368616171796697	0.275061086284284	0.0616464996595359	0.0431100588750264	0.058611789314868	0.0543462813140175	0.0114004426977248	1.482282044	1.64685815166667	1.25205592033333	1.56259999766667	1.149086201	0.280074727387571	0.0911839542153126	0.0736439950140167	0.126605881606282	0.0414528377755367
"345-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7803	0.7905	0.864202678	1.9274	1.1102	1.290831208	0.9403	0.6025	0.767845333	1.5196	0.7091	0.721010089	1.2402	0.6018	1.015973687	1.9238	1.4859	2.374741554	"-"	"kegg:short-chain_dehydrogenase/reductase_SDR_uniprot:F5UNK8_9CYAN_Short-chain_dehydrogenase/reductase_SDR_(TrEMBL)_pfam:2-Hacid_dh_C"	"Prok_bin48_NODE_184_length_75664_cov_257.904_41"	"Prok_bin48"	0.036918428858709	0.28842289259354	0.0755216900405005	0.102345529125326	0.0639767818704142	0.0739905747710156	0.0724222556424398	0.0271297425995539	0.0401209272527508	0.21951726627677	0.0248570072265307	0.0303217126119696	0.0494256756022977	0.0208435358452461	0.0284263228601892	0.811667559333333	1.44281040266667	0.770215111	0.983236696333333	0.952657895666667	0.133621003830917	0.0801042952555853	0.0465576418315815	0.09156532870509	0.032898511435911
"346-Prok_bin48-P-transport"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.9674	1.5347	0.842154026	1.7423	1.1863	1.007147551	1.0897	0.9992	0.940360606	1.9111	1.2882	0.773229301	1.2156	0.9404	0.950904608	1.6959	1.3965	1.384103775	"P-transport"	"kegg:phosphate_ABC_transporter_ATP-binding_protein_PhoT_family_uniprot:A0A2G4F4R6_9CYAN_Phosphate_import_ATP-binding_protein_PstB_(TrEMBL)_pfam:AAA"	"Prok_bin48_NODE_184_length_75664_cov_257.904_45"	"Prok_bin48"	0.0457707139278676	0.559952704950419	0.0735948833960123	0.0925166625480211	0.0683621476606669	0.0577297989976322	0.0839290991955405	0.0449925955277581	0.0491350768744969	0.276072287168686	0.0451569548853714	0.0325177650157349	0.0484452920997848	0.0325710553487362	0.0266057297960805	1.114751342	1.31191585033333	1.00975353533333	1.32417643366667	1.03563486933333	0.226439434091433	0.0728695364021067	0.0593522571992651	0.117915669023264	0.0358740257482005
"347-Prok_bin48-P-transport"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7827	0.9843	0.946676373	1.7404	0.9166	1.339263797	0.8586	0.6095	0.601090193	1.5153	0.8381	0.524871707	1.4493	0.9056	1.64069581	5.1039	3.0798	5.208640575	"P-transport"	"kegg:phosphate_ABC_transporter_substrate-binding_protein_PhoT_family_uniprot:A0A2G4F3X2_9CYAN_Phosphate-binding_protein_(TrEMBL)_pfam:PBP_like"	"Prok_bin48_NODE_184_length_75664_cov_257.904_48"	"Prok_bin48"	0.0370319803507773	0.359133021100343	0.0827289725320329	0.0924157719672708	0.0528203190978397	0.0767667356474718	0.0661296912629999	0.0274449429285114	0.0314077521464794	0.218896100019209	0.0293790124898539	0.0220732127061926	0.0577589353736575	0.0313657461971667	0.0459056660691053	0.904558791	1.33208793233333	0.689730064333333	0.959423902333333	1.33186527	0.159631324661051	0.0740009422375275	0.0416607954459969	0.090116108405085	0.0450101158799765
